smiles,BBBP,group
C#CCC1(OC(N)=O)CCCCC1,1,training
CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,training
C[C@]12C=CC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](Cl)[C@@]12Cl,1,training
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,0,training
CNCCCN1c2ccccc2Sc2cccc(Cl)c21,1,training
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,1,training
CN1[C@@H]2CC[C@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1,training
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1,training
F/C=C/O/C=C/F,1,training
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,training
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1,training
OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
CC(C)(C)c1ccccc1,1,training
COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,1,training
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,0,training
CCC1(C)CC(=O)NC1=O,1,training
CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,1,training
CN(C)CCc1ccccn1,1,training
CCCCOC(=O)c1ccc(N)cc1,1,training
C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@@H](O)C=C[C@@H]3[C@@H]1C5,1,training
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0,training
COC(=O)c1ccc(C(=O)OC)cc1,1,training
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
CN(C)Cc1ccc(CSCCNc2[nH]ccc2[N+](=O)[O-])o1,0,training
O=c1nc(-c2ccccc2Cl)c2c([nH]c1=O)CCC(Cl)=N2,1,training
CCCCC(=O)OCC(=O)C1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2[C@@H](O[C@@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1,0,training
Cc1ccc2c(c1)c1c3n2CCNC3CCC1,1,training
CC(=O)[C@@]1(O)CCC2C3CC=C4CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,1,training
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1,training
CCN1CC(C(=O)O)C(=O)c2ccc(C)nc21,1,training
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1,1,training
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,training
C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21,1,training
CC1(C)OC(=O)Nc2ccc(Br)cc21,1,training
CC(C)(C)NCC(O)COc1ccccc1C#N,1,training
CC12CC[C@@H]3c4ccc(O)cc4C[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@@H]3[C@@H]1CC[C@@H]2O,0,training
CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,1,training
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,1,training
COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,1,training
CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,0,training
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,1,training
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,1,training
COCCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,1,training
NC(=O)N1c2ccccc2C=Cc2ccccc21,1,training
O=[N+]([O-])c1[nH]ccc1NCCSCc1ncccc1Br,0,training
CN1C(=O)CCC1c1cccnc1,1,training
ON(O)C1=C(Cc2ccccc2)CN=C1NCCSCc1ccccn1,1,training
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,1,training
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0,training
CC(C)(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,training
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1,training
CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0,training
CO[C@@H]1C(N(C)C(=O)CN)[C@@H](O)[C@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@@H](N)[C@@H]1O,0,training
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,0,training
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0,training
CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2C1C(=O)O,0,training
CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1,training
COC(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12)c1ccc(Cl)c(Cl)c1,0,training
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,1,training
CN1CC[C@@]23NC(=O)C[C@@H](c4cc(Cl)ccc4O2)[C@H]3C1,1,training
CC1(C)S[C@@H]2C(NC(=O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2C1C(=O)O,0,training
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,1,training
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,0,training
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0,training
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,1,training
CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
CCC(=O)OC1(C(=O)COC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,training
CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,0,training
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,1,training
Cc1ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)c1,1,training
NC(=O)C1c2ccccc2C2OC2c2ccccc21,0,training
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
CC1OC2(CCCC[C@H]2Oc2cccc(Cl)c2)NC1=O,1,training
CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0,training
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)[C@H]2SC1,0,training
O=C(O)CCCCC1SCC2NC(=O)NC21,1,training
OC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@](O)(CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0,training
OCC(O)C(O)C(O)C(O)CO,0,training
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0,training
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0,training
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1,training
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,1,training
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1,training
CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,1,training
CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,1,training
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC12C,1,training
O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,1,training
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,1,training
Cc1cccc(N2CC(CO)OC2=O)c1,1,training
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1,training
COC1OC2OC3(CN4CCCCC4)C(O)CC(C2C)C13,1,training
O=C(c1cccnc1)N1CCOCC1,1,training
NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12,0,training
CN1CCC2(O)c3ccccc3Oc3ccc(Cl)cc3C2C1,1,training
COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccccc4)NC3(C)C)C2SC1(C)C,0,training
O=C(CCCl)NCCc1ccccc1,1,training
CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,1,training
CCc1c(O)c(=O)ccn1CCCCO,0,training
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0,training
CCCc1cc(C(N)=S)ccn1,1,training
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,1,training
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1,training
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,0,training
COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,1,training
CCN[C@@H]1C[C@H](N)[C@H](O[C@@H]2C[C@@H](N)C=C(CN)O2)[C@H](O)[C@@H]1O[C@@H]1OC[C@@](C)(O)[C@@H](NC)[C@@H]1O,0,training
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,1,training
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1,0,training
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,training
CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)C2C1C(=O)O,0,training
Clc1ccc(NC2=NCCN2)c(Cl)c1,1,training
O=C1NC(=O)N([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)CC1C=CBr,1,training
CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1,training
CN(C)CCC=C1c2ccccc2CSc2ccccc21,1,training
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1,0,training
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1,training
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1C,1,training
CCCC1OC1(CC)C(N)=O,1,training
CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0,training
Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,training
Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,1,training
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0,training
CCOC(=O)C1=C[C@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1,training
CN[C@H]1[C@@H](O)[C@H]2O[C@H]3O[C@H](C)CC(=O)C3(O)O[C@H]2[C@@H](NC)[C@H]1O,0,training
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
NCCc1cc[nH]n1,0,training
O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1,1,training
CC12CC[C@H]3[C@H](CCC4C(=O)C(=O)CCC43C)[C@H]1CCC2=O,0,training
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,training
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,0,training
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,0,training
OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,1,training
CC(=O)CC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(Cl)CC21C,1,training
O=c1[nH]c2cc(Cl)ccc2o1,1,training
CN1CC(CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)CC21,1,training
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,1,training
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1,training
[N]C1=NC(=O)[N+](C[C@@H](CO)OCP(=O)([O-])O)=CC1,0,training
Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0,training
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0,training
CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,training
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,0,training
C=C1CC[C@@H](O)C/C1=C\C=C1/CCCC2(C)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,0,training
CC(C)(O)C(C)(O)c1cccc(Cl)c1,1,training
C=COCCCCOC=C,1,training
CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](O)C(C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,0,training
CC(OC(N)=O)C(C)C(C)OC(N)=O,1,training
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc1ccc(OC)cc1,1,training
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,1,training
OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,1,training
CNNCc1ccc(C(=O)NC(C)C)cc1,1,training
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0,training
O=c1cc[nH]nc1,1,training
CCC1C(=O)OC[C@H]1Cc1cncn1C,0,training
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0,training
CC(C)=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,training
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0,training
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0,training
Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,1,training
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,1,training
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1,training
CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(/N=C/N3CCCCCC3)[C@H]2SC1(C)C,0,training
N=C(N)NC[C@@H]1COc2ccccc2O1,1,training
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,1,training
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0,training
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,1,training
CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,1,training
CCNCC(O)c1cccc(O)c1,0,training
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,1,training
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,training
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1,training
Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0,training
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C,0,training
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0,training
CN(C)CCON=C1c2ccccc2CCc2ccccc21,1,training
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0,training
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1,0,training
CCCCC(NC(C)=O)C(=O)NC1CC(=O)NCCCCC(C(=O)O)NC(=O)C(CC2=CN[C@@H]3C=CC=C[C@H]23)NC(=O)C(CCCN=C([N])N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]cn2)NC1=O,0,training
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,1,training
CCC1(c2cccc(O)c2)CCCCN(C)C1,1,training
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,1,training
CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,1,training
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0,training
CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21,1,training
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1,training
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0,training
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1,training
CC1=C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2C[C@@H](C)[C@]3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12,1,training
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,0,training
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,training
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC=C4CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,1,training
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,1,training
Cc1cccc(C)c1OCC(C)N,1,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,training
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0,training
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,training
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1,training
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,1,training
CCC(C)(C)OC,1,training
O=C(O)C(O)C(O)C(=O)O,1,training
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,training
CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,0,training
CC(=O)C1CCC2C3CC(O)C45CC4CCC5(C)C3CCC12C,1,training
OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
CO/N=C/C1=CCCN(C)C1,1,training
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1,training
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C12)C3(C)C,0,training
C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,1,training
Cc1nsc(NS(=O)(=O)c2ccc(N)cc2)c1C,1,training
CC1(C)S[C@@H]2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0,training
CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,0,training
CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,1,training
S=C1NCCC(COc2ccccc2)O1,1,training
CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,1,training
O=C(O)c1ccccc1O,0,training
CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,1,training
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,0,training
CC(C)Nc1cc2c(cc1Nc1ccc(Cl)cc1)nc1ccccc1[n+]2-c1ccc(Cl)cc1,0,training
O=C1CCC(C(=O)N2CCCCC2)N1,1,training
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@H](O)CNC(C)(C)C)c1,0,training
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,1,training
C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1,training
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,1,training
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1,training
CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,0,training
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1,training
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0,training
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,1,training
CN[C@@H](C)Cc1ccccc1,1,training
CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,1,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,0,training
CN(C)CCOC(=O)CCC1CCCCC1,1,training
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0,training
CC(C)NC1C2CCC(CC2)C1(O)c1ccc(Cl)c(Cl)c1,1,training
CC(O)(P(=O)(O)O)P(=O)(O)O,0,training
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0,training
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,training
CCN(CC)C(=O)c1cccnc1,1,training
O=C(CN1CC[C@H](c2ccc(F)cc2)[C@@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,1,training
Nn1cnc2cc3ccccc3cc2c1=O,1,training
COC(=O)C1=CCCN(C)C1,1,training
CC(=O)OC1/C=C/C(C)=C\CC(O)/C=C/C(C)=C\C(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,0,training
CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC,0,training
CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,0,training
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,training
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1,training
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,0,training
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)COC(=O)C(C)(C)C,1,training
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1,training
CN(C)CCCN1c2ccccc2Sc2ccccc21,1,training
CCN(CC)C(C)C(=O)c1ccccc1,1,training
CC(C)OC(=O)CCC/C=C/C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@H]1O,0,training
C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,1,training
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,0,training
NC(=O)c1cnccn1,1,training
Cc1c(N(C)C)c(=N)n(-c2ccccc2)n1C,1,training
Clc1ccc2nsnc2c1NC1=NCCN1,1,training
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,1,training
