smiles,Macrocycle_PAMPA,group
COc1ncccc1C(=O)N1CCC2(CCCCc3ccccc3OCCOC2=O)CC1,-5.678,training
Nc1nc(C(=O)N2CCC3(CCCCc4ccccc4OCCOC3=O)CC2)cs1,-5.86,training
CN1CC2(CCCCc3ccccc3OCC1=O)CCN(C(=O)c1cnccn1)CC2,-5.148,training
COc1cc(C(=O)N2CCC3(CCCCc4ccccc4OCCOC3=O)CC2)ccn1,-5.987,training
O=C(c1ncccn1)N1CCC2(CCCCc3ccccc3OCCOC2=O)CC1,-4.981,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCN(C)CC3)cc2C1,-6.051,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC(N(C)Cc4ccccc4)C3)cc2C1,-5.472,training
Cc1cc(N(C)C)cc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)n1,-6.357,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC3CCN(C)CC3)cc2C1,-6.495,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(C4CCCCN4Cc4ccccn4)CC3)cc2C1,-4.89,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(C4CCC(c5ccccc5)CC4)CC3)cc2C1,-5.917,training
CCN(Cc1ccccc1)C1CCN(C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CC1,-8.0,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(COc4ccc(Cl)cc4)CC3)cc2C1,-4.961,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC(c4cncn4C)C3)cc2C1,-6.187,training
COc1ccc(OCC2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)cc1,-5.377,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(C)CC3)cc2C1,-5.78,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(S(C)(=O)=O)CC3)cc2C1,-6.495,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(c4ccc(F)cc4)CC3)cc2C1,-4.998,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC(CO)C3)cc2C1,-6.125,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(COCc4ccccc4)CC3)cc2C1,-5.545,training
Cc1cnc2[nH]c(C3CCCN(C(=O)CCc4ccc5c(c4)CN(C(C)C)CC(=O)NCCCCCO5)C3)cc2c1,-5.793,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC3)cc2C1,-5.02,training
CCCOC1CCN(C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CC1,-5.133,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(c4ncncc4S(C)(=O)=O)CC3)cc2C1,-6.959,training
COCc1nc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)no1,-5.419,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(c4ccc5c(c4)OCCO5)CC3)cc2C1,-5.112,training
Cc1cc(N(C)C)nc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)C2)n1,-5.382,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC(c4cc5cccnc5[nH]4)C3)cc2C1,-5.345,training
Cc1c[nH]nc1C1(C)CN(C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CCO1,-5.294,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(c4ccnc(N(C)C)n4)C3)cc2C1,-5.253,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(c4ccccn4)CC3)cc2C1,-4.945,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(O)CC3)cc2C1,-6.886,training
Cc1cc(N(C)C)nc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)n1,-5.142,training
COCCn1cnnc1C1CCN(C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CC1,-5.02,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC(N(C)S(=O)(=O)c4cccc(F)c4)CC3)cc2C1,-5.175,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(c4nc5ccccc5[nH]4)CC3)cc2C1,-7.097,training
Cc1cc(C(F)(F)F)nc(C2CCCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)C2)n1,-5.493,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(CCc4ccnc(N(C)C)c4)CC3)cc2C1,-5.339,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCCC3Cc3ccccc3)cc2C1,-5.629,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCC(Cc4cc(N(C)C)ncn4)CC3)cc2C1,-5.674,training
COCc1nnc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)o1,-7.155,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(c4ncccn4)CC3)cc2C1,-4.869,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCNC(=O)C3)cc2C1,-8.0,training
CCN1CCCC1CN(Cc1ccncc1)C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-6.194,training
CCN1CCCC1CN(Cc1ccccn1)C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-6.114,training
Cc1ccccc1CN(C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2)C1CC(C)(C)NC(C)(C)C1,-5.279,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(C)CCO)cc2C1,-6.237,training
COc1ccc2[nH]c3c(c2c1)CN(C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2)CC3,-5.836,training
Cc1ccc(CN(CCCn2ccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)s1,-5.764,training
CCOc1ccc(CN(CCc2ccc3c(c2)OCO3)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)cc1,-5.699,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC3CC3)cc2C1,-5.446,training
CC(C)C(CO)NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.939,training
COc1ccc(C(C)N(Cc2cccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)cc1,-5.475,training
Cc1ccc2c(c1)C(NC(=O)CCc1ccc3c(c1)CN(C(C)C)CC(=O)NCCCCCO3)CC(C)(C)O2,-5.783,training
COc1ccc(OC)c(CN(Cc2ccccc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)c1,-5.04,training
Cc1ccc2c(c1)OC(C)(C)CC2NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.662,training
CC1CCC(N(Cc2cccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CC1,-5.616,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(Cc3ccc(N(C)C)cc3)CC3CCCO3)cc2C1,-5.745,training
CCN(CCO)C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.879,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(CCCN3CCOCC3)Cc3ccccc3F)cc2C1,-5.386,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC(CO)Cc3cnc[nH]3)cc2C1,-6.62,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(Cc3cccnc3)Cc3c(F)cccc3Cl)cc2C1,-6.222,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(C)Cc3ccccc3)cc2C1,-5.208,training
Cc1ccncc1NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.554,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(CCc3ccccc3)C3CCS(=O)(=O)C3)cc2C1,-5.275,training
CC(C)CC(CO)NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.389,training
Cc1ccc(CN(CC2CCCO2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)s1,-5.558,training
COc1ccc(CN(Cc2cccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)c(OC)c1,-5.377,training
CCN(CC)C(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-4.52,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC3CCCCC3Cc3ccccc3)cc2C1,-6.268,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCC3c3cc(C(F)(F)F)[nH]n3)cc2C1,-5.352,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC(CO)Cc3ccccc3)cc2C1,-5.302,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)Nc3cccc(Cl)c3)cc2C1,-5.207,training
Cc1ccc(NC(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)cn1,-5.074,training
CC(C)C(NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2)c1ccc2c(c1)OCCCO2,-5.47,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NCCCCCO)cc2C1,-7.155,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(Cc3ccc(F)cc3)Cc3ccc4c(c3)OCO4)cc2C1,-5.072,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)Nc3ccncc3)cc2C1,-4.895,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)NC(c3ccc(F)c(F)c3)c3nccn3C)cc2C1,-5.321,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(CCO)Cc3ccccc3)cc2C1,-4.783,training
COc1ccc2c(c1)OC(C)(C)CC2NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-5.033,training
CC(C)CNC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-4.812,training
Cc1cnccc1NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,-4.605,training
CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(O)=NS(=O)(=O)Cc3ccccc3)cc2C1,-6.367,training
O=C1NCc2ccccc2OCc2cn(nn2)CCCC12CCNCC2,-6.921,training
CN(Cc1ccccc1)c1ccc2c(c1)CN1CCCC(C1)C(=O)NCCOCCO2,-5.07,training
OC1CCNCCCCc2ccccc2OCC1O,-7.046,training
CN1CC2(CCNCC2)CC(O)C(O)Cc2ccccc2OCC1=O,-5.959,training
CN1CCOCCCCC2(CCNCC2)COc2ccccc2C1,-8.0,training
CC(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,-6.481,training
CC(C)c1nc2ccccc2n1CC(=O)N1CCCC2NC(=O)COc3ccccc3C/C=C/CC21,-5.747,training
CN1CC2(CCN(C(=O)Cc3ccc(Cl)cc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.745,training
CN1CC2(CCN(C(=O)c3cc4ccccc4[nH]3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.569,training
CCn1c(CCC(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)nc2ccccc21,-5.32,training
CN1CC2(CCN(C(=O)Cn3cccn3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.854,training
CN1CC2(CCN(C(=O)c3ccc(N)nc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.699,training
COc1ccnc(C(=O)N2CCC3(CC2)CC(O)C(O)Cc2ccccc2OCC(=O)N(C)C3)c1,-7.222,training
CN1CC2(CCN(C(=O)Cc3noc4ccccc34)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.097,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cc2c(F)cccc2Cl)N1,-5.654,training
CN1CC2(CCN(C(=O)CCOc3ccc(F)cc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.585,training
Cn1c(=O)c2c(ncn2CC(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)n(C)c1=O,-6.569,training
Cn1c(=O)n(C)c2cc(CCC(=O)N3CCCC4NC(=O)COc5ccccc5C/C=C/CC43)ccc21,-5.688,training
CN1CC2(CCN(C(=O)CC3CCCC3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.699,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cn2c(C(F)(F)F)nc3ccccc32)N1,-5.775,training
COc1cccc(C(=O)N2CCC3(CC2)CC(O)C(O)Cc2ccccc2OCC(=O)N(C)C3)n1,-6.77,training
CC(C)Cc1nc2ccccc2n1CC(=O)N1CCCC2NC(=O)COc3ccccc3C/C=C/CC21,-5.391,training
CN1CC2(CCN(C(=O)c3ccc(F)cc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.77,training
CN1CC2(CCN(C(=O)CC3CC3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.638,training
CN1CC2(CCN(C(=O)c3cn(C)cn3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.222,training
CN1CC2(CCN(C(=O)c3cscn3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.222,training
CN1CC2(CCN(C(=O)C3CCCC3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.602,training
COc1ccc(C(=O)N2CCC3(CC2)CC(O)C(O)Cc2ccccc2OCC(=O)N(C)C3)cn1,-6.77,training
Cn1nc(C(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)ccc1=O,-5.699,training
CN1CC2(CCN(C(=O)CCc3ccccc3Cl)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.509,training
Cc1ccc(C(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)cc1F,-6.06,training
CCCc1cc(C(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)on1,-5.717,training
CC(C)c1nc2ccccc2n1CCCC(=O)N1CCCC2NC(=O)COc3ccccc3C/C=C/CC21,-5.377,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2CC(=O)N2CCN(c3ccccc3F)CC2)N1,-5.693,training
CN1CC2(CCN(C(=O)CCc3ccccc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.046,training
COc1ccc(C(=O)N2CCC3(CC2)CC(O)C(O)Cc2ccccc2OCC(=O)N(C)C3)cc1,-7.222,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)CCCc2nc3ccccc3c(=O)[nH]2)N1,-6.77,training
CN1CC2(CCN(C(=O)c3cnc[nH]3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.523,training
CN1CC2(CCN(C(=O)C3CCC3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-6.886,training
CCc1cccc2c(CN3CCOCCOc4ccccc4Oc4ccc(Cl)cc4NC(=O)C3)cn(C)c12,-6.398,training
COc1ccccc1C(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,-7.222,training
CN1CC2(CCN(C(=O)c3ccccc3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.155,training
CN1CC2(CCN(C(=O)c3cn(C)c4ccccc34)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.301,training
Cc1nc(O)cc(C(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)n1,-7.301,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cc2c[nH]c(=O)[nH]c2=O)N1,-7.222,training
CC(C)C(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,-7.222,training
Cn1cnc2cc(C(=O)N3CCCC4NC(=O)COc5ccccc5C/C=C/CC43)ccc21,-7.046,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)c2ccc3[nH]cnc3c2)N1,-7.301,training
O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cn2cccnc2=O)N1,-6.921,training
CC(C)CC(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,-7.398,training
CN1CC2(CCN(C(=O)c3cc[nH]n3)CC2)CC(O)C(O)Cc2ccccc2OCC1=O,-7.046,training
CN1CCCCN(C(=O)CN(C)C2CCCC2)CCCOc2ccc(Cl)cc2C1=O,-5.783,training
CC1CCN(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)CC1,-5.73,training
CC1CCN(CC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)CC1,-5.441,training
CC(C)N1CCC(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)CC1,-5.827,training
CN1CCCCN(C(=O)CCCCN)CCOc2ccc(Cl)cc2C1=O,-6.032,training
CC(C)N1CCC(C(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)CC1,-6.337,training
CN1CCCCN(C(=O)CCN2CCCC2)CCCOc2ccc(Cl)cc2C1=O,-7.0,training
CC1CCN(CCC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)CC1,-7.097,training
Cc1nn(C)cc1C(=O)N1CCCCOc2ccc(Cl)cc2C(=O)N(C)C(C(C)C)C(=O)N(C)CCCC1,-5.91,training
CN1CCCCN(C(=O)Cc2c(F)cccc2Cl)CCCOc2ccc(Cl)cc2C1=O,-5.455,training
Cc1noc(C)c1CCC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCC1,-5.987,training
CN1CCCCN(C(=O)Cc2cn(C)c3ccccc23)CCOc2ccc(Cl)cc2C1=O,-5.234,training
CN1CCCCN(C(=O)CCc2ccccc2)CCOc2ccc(Cl)cc2C1=O,-5.123,training
CN1CCCCN(C(=O)Cc2cccc(Cl)c2)CCOc2ccc(Cl)cc2C1=O,-5.173,training
CCc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)on1,-5.754,training
CN1CCCCN(C(=O)Cc2cccc(F)c2)CCOc2ccc(Cl)cc2C1=O,-5.077,training
CCn1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)cn1,-5.599,training
Cc1noc(C)c1CCC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,-5.333,training
COc1ccc(C)cc1CC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,-5.061,training
CN(C)CC(=O)N1CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CCCC1,-5.664,training
CN1CCCCN(C(=O)CCc2ccnn2C)CCCOc2ccc(Cl)cc2C1=O,-6.347,training
CN1CCCCN(C(=O)Cn2ccc(C(F)(F)F)n2)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-5.767,training
COc1cccc(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)c1,-5.292,training
CCn1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)c(C)n1,-5.463,training
NC(=O)C1CCN(C(=O)CN2C/C=C/COc3ccccc3CN(Cc3ccccc3)C(=O)c3cc(Cl)ccc3OCCC2)CC1,-6.538,training
CN1CCCCN(C(=O)CCCn2cccn2)CCCOc2ccc(Cl)cc2C1=O,-5.936,training
CCc1noc(CCC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)n1,-5.951,training
Cc1noc(C)c1C(=O)N1CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CCCC1,-5.449,training
CC(C)Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)on1,-5.478,training
CCc1noc(CCC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)n1,-5.635,training
CCc1noc(CCC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)n1,-5.302,training
CC(C)C1C(=O)N(C)CCCCN(C(=O)c2cc[nH]n2)CCCCOc2ccc(Cl)cc2C(=O)N1C,-6.638,training
CC(C)Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C(C)C)C(=O)N(C)CCCC2)on1,-5.896,training
CCc1noc(CCC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)n1,-5.379,training
CN1CCCCN(C(=O)C2CCOCC2)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-5.18,training
CN1CCCCN(C(=O)c2ccc(F)cc2)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-6.032,training
Cc1nc(C)c(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)s1,-5.419,training
CCn1nc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)cc1C,-5.489,training
CN1CCCCN(C(=O)C2CCC(F)(F)CC2)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-5.625,training
CN1CCCCN(C(=O)COc2cccc(F)c2)CCCOc2ccc(Cl)cc2C1=O,-5.085,training
Cc1c(CCC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)cnn1C,-5.425,training
CN1CCCCN(C(=O)Cc2c[nH]c3ccccc23)CCOc2ccc(Cl)cc2C1=O,-6.301,training
CC(=O)N1CCC(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)CC1,-5.842,training
Cc1nn(C)cc1C(=O)N1CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CCCC1,-6.018,training
CN1CCCCN(C(=O)Cn2cccn2)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-5.41,training
Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)on1,-5.511,training
CCCc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C(C)C)C(=O)N(C)CCCC2)no1,-5.799,training
CN1CCCCN(C(=O)COc2ccccc2F)CCCOc2ccc(Cl)cc2C1=O,-5.032,training
CC(C)c1nccn1CCC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,-6.215,training
CC(C)C1C(=O)N(C)CCCCN(C(=O)COc2ccccc2F)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.406,training
CC1C(=O)N(C)CCCCN(C(=O)COc2ccc(F)cc2)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.114,training
CN1CCCCN(C(=O)CCCn2cncn2)CCCOc2ccc(Cl)cc2C1=O,-6.481,training
CN1CCCCN(C(=O)COc2ccc(F)cc2)CCCOc2ccc(Cl)cc2C1=O,-5.014,training
CN1CCCCN(C(=O)C2CCOCC2)CCCOc2ccc(Cl)cc2C1=O,-5.745,training
CN1CCCCN(C(=O)Cc2cccnc2)CCOc2ccc(Cl)cc2C1=O,-6.357,training
Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)on1,-5.298,training
CCn1nc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)cc1C,-5.168,training
CC1C(=O)N(C)CCCCN(C(=O)COc2ccccc2F)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.112,training
COc1ccccc1CC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCC1,-4.834,training
CN1CCCCN(C(=O)CCCc2cn[nH]c2)CCOc2ccc(Cl)cc2C1=O,-6.959,training
CN1CCCCN(C(=O)CCc2ccnn2C)CCOc2ccc(Cl)cc2C1=O,-6.745,training
CC(C)C1C(=O)N(C)CCCCN(C(=O)CC2CC2)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.115,training
CCc1noc(CCC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C(C)C)C(=O)N(C)CCCC2)n1,-5.116,training
CCCc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)no1,-5.451,training
CN1CCCCN(C(=O)CCN2CCCC2=O)CCOc2ccc(Cl)cc2C1=O,-6.796,training
Cc1nc2ccccn2c1CC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCC1,-6.745,training
CC(=O)N1CCC(C(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)CC1,-6.328,training
CN1CCCCN(C(=O)CCN2CCCC2=O)CCCOc2ccc(Cl)cc2C1=O,-6.721,training
Cc1cc(C)n(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)n1,-6.854,training
CN1CCCCN(C(=O)CCN2CCCC2=O)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,-6.854,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)CCN3CCCCCC3)CCO2)C1=O,-5.376,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)CN3CCCC3)CCO2)C1=O,-5.111,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)C3CCN(C(C)C)CC3)CCO2)C1=O,-5.249,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)CN3CCC(C)CC3)CCO2)C1=O,-5.78,training
CCN1CCOc2ccccc2CCCCC2(CN(C(=O)C3CCN(CCC(N)=O)CC3)CCO2)C1=O,-6.155,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)C3CCN(C)CC3)CCO2)C1=O,-5.188,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)CNC(=O)c3ccccc3)CCO2)C1=O,-5.785,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cncs3)CCO2)C1=O,-5.326,training
CCCCN1CCOc2ccccc2CCCCC2(CN(C(=O)COCC)CCO2)C1=O,-5.321,training
